billId,bar,drinker,date,time
5665,Killmeyer's,"Paris Farmer",7/11/2018,24:58:00
5666,"Blue Bar","Paris Farmer",3/14/2017,23:58:00
5667,"KGB Bar","Paris Farmer",9/7/2017,23:58:00
5668,"Blue Bar","Paris Farmer",9/27/2018,21:58:00
5669,"Ghost Donkey","Parker Barber",9/1/2018,21:58:00
567,"Pegu Club","Annette Colon",10/1/2017,22:58:00
5670,"Ear Inn","Parker Barber",2/18/2018,24:58:00
5671,"Bohemian Hall & Beer Garden","Parker Barber",8/12/2018,22:58:00
5672,"Amor y Amargo","Parker Barber",9/17/2017,22:58:00
5673,"Death & Company","Parker Barber",2/20/2017,23:58:00
5674,"King Cole Bar","Parker Barber",1/3/2018,22:58:00
5675,Barcade,"Autumn Villanueva",8/7/2017,23:58:00
5676,Donna,"Parker Bennett",2/13/2017,22:58:00
5677,"Raines Law Room","Parker Bennett",10/7/2017,21:58:00
5678,"Aldo Sohm Wine Bar","Parker Nicholson",6/3/2018,24:58:00
5679,7B,"Parker Nicholson",7/14/2018,22:58:00
568,Subject,"Katheryn Nguyen",1/17/2018,23:58:00
5680,Barcade,"Parker Nicholson",5/6/2017,24:58:00
5681,"The Wayland","Parker Nicholson",10/1/2018,21:58:00
5682,PDT,"Parker Nicholson",4/26/2017,24:58:00
5683,Killmeyer's,"Pasquale Gonzales",4/3/2017,24:58:00
5684,"Townhouse of New York","Pasquale Gonzales",8/12/2018,24:58:00
5685,"Spring Lounge","Pasquale Gonzales",3/13/2018,24:58:00
5686,Donna,"Autumn Villanueva",1/1/2017,24:58:00
5687,"Dear Irving","Pasquale Gonzales",9/5/2018,24:58:00
5688,Mayahuel,"Pasquale Gonzales",8/12/2017,23:58:00
5689,"Old Town Bar","Pasquale Jarvis",5/10/2018,23:58:00
569,"Rose Bar","Katheryn Nguyen",8/15/2017,21:58:00
5690,Barcade,"Pasquale Jarvis",3/18/2017,23:58:00
5691,"Aldo Sohm Wine Bar","Pat Hoover",1/5/2018,21:58:00
5692,"KGB Bar","Pat Hoover",5/30/2017,24:58:00
5693,"Old Town Bar","Pat Hoover",8/23/2018,22:58:00
5696,PDT,"Pat Hoover",7/25/2018,23:58:00
5697,"The Wayland","Autumn Villanueva",10/9/2017,23:58:00
5698,"Aldo Sohm Wine Bar","Pat Marquez",11/8/2018,22:58:00
5699,7B,"Pat Marquez",2/22/2018,22:58:00
57,"Alewife Queens","Joseph Oconnell",8/26/2017,23:58:00
570,"Bar Nine","Katheryn Nguyen",3/21/2017,24:58:00
5700,Mona's,"Pat Swanson",6/1/2017,24:58:00
5701,"Spring Lounge","Pat Swanson",10/7/2017,22:58:00
5702,Nowhere,"Patrica Schneider",10/29/2018,22:58:00
5703,"Jimmy's corner","Patrica Schneider",8/1/2018,23:58:00
5704,"Amor y Amargo","Patrice Bonilla",6/21/2017,24:58:00
5705,"Angel's Share","Patrice Bonilla",8/17/2018,23:58:00
5706,LENA,"Patrice Bonilla",8/20/2017,23:58:00
5707,"Grand Banks","Patrice Bonilla",5/21/2017,24:58:00
5708,"Bemelmans Bar","Autumn Villanueva",8/12/2018,23:58:00
5709,"Ghost Donkey","Patrice Bonilla",10/10/2017,22:58:00
571,Mace,"Katheryn Nguyen",8/20/2017,21:58:00
5710,"Please Don't Tell","Patrice Bonilla",4/13/2018,21:58:00
5711,"Orange Street","Patrice Pena",4/13/2018,22:58:00
5712,Boxer,"Patrice Pena",6/22/2017,24:58:00
5713,"The NoMad Bar","Patricia Buck",6/4/2017,24:58:00
5714,"Ty Bar","Patricia Buck",10/29/2017,23:58:00
5715,"The Summit Bar","Patricia Buck",9/16/2018,23:58:00
5716,"McSorley's Old Ale House","Patricia Buck",7/17/2018,23:58:00
5717,"The Summit Bar","Patricia Buck",9/7/2017,22:58:00
5718,"Bar Goto","Patricia Rojas",8/23/2017,21:58:00
5719,"Angel's Share","Adrian Green",9/16/2018,22:58:00
572,"The Honeywell","Katheryn Nguyen",4/15/2018,23:58:00
5720,Killmeyer's,"Autumn Villanueva",9/26/2017,22:58:00
5721,"Rose Bar","Patricia Rojas",6/27/2017,21:58:00
5722,"The Counting Room","Patricia Rojas",10/22/2017,22:58:00
5723,"Tonic Bar","Patricia Rojas",5/7/2017,23:58:00
5724,Mayahuel,"Patrick Lawson",6/2/2018,24:58:00
5725,Barcade,"Patrick Lawson",6/28/2017,23:58:00
5726,"Bemelmans Bar","Patrick Lawson",4/3/2017,22:58:00
5727,"Clover Club","Patrick Lawson",3/30/2017,24:58:00
5728,7B,"Patrick Lawson",7/24/2018,21:58:00
5729,"KGB Bar","Patrick Lawson",1/25/2017,24:58:00
573,"Blind Tiger Ale House","Kathie George",4/24/2018,23:58:00
5730,"Grand Banks","Ava-Rose Christian",10/4/2018,21:58:00
5731,Mona's,"Patrick Ortega",5/28/2018,21:58:00
5732,"Spring Lounge","Patrick Ortega",5/29/2018,22:58:00
5733,"Pegu Club","Patrik Li",3/12/2017,21:58:00
5734,"Blue Bar","Patrik Li",10/10/2018,21:58:00
5735,"Spring Lounge","Patrik Li",7/22/2018,22:58:00
5736,"Spring Lounge","Patrik Li",9/27/2018,23:58:00
5737,Barcade,"Patrik Li",2/3/2018,23:58:00
5738,"KGB Bar","Patsy Wells",11/2/2018,23:58:00
5739,"The Wayland","Patsy Wells",7/19/2018,24:58:00
574,"The Honeywell","Kathie George",6/14/2017,24:58:00
5740,"Clover Club","Patsy Wells",10/8/2017,23:58:00
5741,"Lucy's a.k.a. Blanche's Tavern","Ava-Rose Christian",3/13/2017,22:58:00
5742,"Raines Law Room","Patsy Wells",2/2/2017,24:58:00
5743,"Pouring Ribbons","Patti Ho",4/21/2018,21:58:00
5744,"Please Don't Tell","Patti Ho",6/21/2017,21:58:00
5745,"Phoenix Bar","Patti Ho",7/29/2018,21:58:00
5746,"Dive Bar","Patti Ho",10/24/2018,21:58:00
5747,"Bohemian Hall & Beer Garden","Patti Ho",2/18/2018,22:58:00
5748,"The Iron Horse Nyc","Patti Ho",10/30/2017,24:58:00
5749,"Clockwork Bar","Patti Lamb",1/26/2018,24:58:00
575,"Bar Goto","Kathie George",11/10/2017,22:58:00
5750,"Clockwork Bar","Patti Lamb",5/25/2017,21:58:00
5751,"The Ship","Patti Lamb",3/13/2017,22:58:00
5752,"Clover Club","Avery Conway",10/9/2017,23:58:00
5753,Nowhere,"Patti Lamb",8/30/2017,21:58:00
5754,Nowhere,"Patti Lamb",1/11/2017,23:58:00
5755,Apotheke,"Patty Blair",10/13/2018,22:58:00
5756,"Tonic Bar","Patty Blair",2/24/2018,23:58:00
5757,Boxer,"Patty Blair",9/11/2018,21:58:00
5758,Julius',"Patty Blair",11/26/2017,22:58:00
5759,"Townhouse of New York","Patty Blankenship",8/28/2018,21:58:00
576,"The Honeywell","Kathie George",5/5/2017,22:58:00
5760,"Bemelmans Bar","Patty Blankenship",8/16/2018,21:58:00
5761,Donna,"Patty Blankenship",11/6/2018,22:58:00
5762,"Bar Nine","Patty Levy",3/4/2018,24:58:00
5763,"Aldo Sohm Wine Bar","Avery Conway",11/20/2018,22:58:00
5764,Mace,"Patty Levy",11/22/2018,23:58:00
5765,"Copper & Oak","Patty Levy",3/10/2018,22:58:00
5766,"Gallow Green","Patty Levy",6/23/2018,22:58:00
5767,Mace,"Patty Levy",1/21/2018,21:58:00
5768,"The Counting Room","Patty Levy",4/9/2018,21:58:00
577,"Raines Law Room","Kathie Porter",1/23/2018,23:58:00
5770,Donna,"Patty Pham",11/5/2017,21:58:00
5771,"Old Town Bar","Patty Pham",3/27/2018,23:58:00
5772,"Raines Law Room","Patty Pham",3/29/2018,24:58:00
5773,PDT,"Patty Pham",3/15/2017,24:58:00
5774,"The Wayland","Avery Conway",11/10/2018,21:58:00
5775,"Connolly's Bar","Paul Bishop",5/17/2018,23:58:00
5776,"The Wayland","Paul Bishop",9/19/2017,22:58:00
5777,7B,"Paul Bishop",5/5/2018,21:58:00
5778,Donna,"Paul Bishop",6/14/2018,21:58:00
5779,Barcade,"Paul Bishop",4/2/2017,23:58:00
578,"The Wayland","Annette Colon",10/8/2018,21:58:00
5780,"Clover Club","Paul Bishop",1/22/2017,23:58:00
5781,"Alewife Queens","Paul Frost",7/16/2018,24:58:00
5782,"The 13th Step","Paul Frost",11/4/2018,22:58:00
5783,"Clockwork Bar","Paul Frost",9/13/2017,21:58:00
5784,"The Ginger Man","Paul Frost",10/24/2018,21:58:00
5785,"KGB Bar","Avery Conway",3/16/2018,21:58:00
5786,"Ty Bar","Paul Frost",4/22/2017,23:58:00
5787,7B,"Paul Lester",1/4/2017,21:58:00
5788,"Spring Lounge","Paul Lester",7/22/2018,24:58:00
5789,"Dive Bar","Paul Parker",3/25/2018,22:58:00
579,"Townhouse of New York","Kathie Porter",10/20/2017,22:58:00
5790,"Ghost Donkey","Paul Parker",6/23/2017,22:58:00
5791,"Until Tomorrow","Paul Parker",8/12/2017,24:58:00
5792,LENA,"Paul Parker",3/2/2017,21:58:00
5793,Killmeyer's,"Paula Berg",7/11/2018,21:58:00
5794,"KGB Bar","Paula Berg",5/20/2018,21:58:00
5795,PDT,"Paula Berg",8/17/2017,22:58:00
5796,PDT,"Avery Conway",11/2/2017,23:58:00
5797,"Connolly's Bar","Paula Berg",3/26/2017,21:58:00
5798,7B,"Paula Berg",5/5/2018,24:58:00
5799,"The Long Island Bar","Paula Harris",10/28/2017,21:58:00
58,"The 13th Step","Joseph Oconnell",3/19/2017,21:58:00
580,"Bemelmans Bar","Kathie Porter",1/30/2017,22:58:00
5800,"The Central Bar","Paula Harris",2/18/2017,21:58:00
5801,"Rainbow Room","Paula Harris",9/11/2018,22:58:00
5802,Rudy's,"Paula Harris",11/16/2017,22:58:00
5803,"The Wayland","Paula Hurst",8/9/2018,23:58:00
5804,"Bemelmans Bar","Paula Hurst",3/16/2017,23:58:00
5805,Donna,"Paula Hurst",10/22/2018,24:58:00
5807,"Aldo Sohm Wine Bar","Paula Sandoval",1/1/2018,22:58:00
5808,Barcade,"Paula Sandoval",4/22/2018,21:58:00
581,"Pegu Club","Kathie Porter",9/8/2017,21:58:00
5810,Killmeyer's,"Paula Sandoval",11/23/2017,21:58:00
5811,PDT,"Paula Sandoval",6/11/2017,21:58:00
5812,"Raines Law Room","Paula Sandoval",6/2/2018,23:58:00
5813,7B,"Paulette Kramer",11/16/2018,22:58:00
5815,"The NoMad Bar","Paulette Melendez",1/24/2018,24:58:00
5816,Primo's,"Paulette Melendez",3/17/2017,21:58:00
5817,"Slowly Shirley","Avery Downs",1/16/2017,24:58:00
5818,"Townhouse of New York","Pauline Braun",9/13/2018,24:58:00
5819,"Townhouse of New York","Pauline Braun",4/14/2017,22:58:00
582,"Lucy's a.k.a. Blanche's Tavern","Kathleen Madden",7/14/2018,24:58:00
5820,"Broken Shaker","Pauline Cuevas",2/25/2017,22:58:00
5821,Julius',"Pauline Cuevas",9/24/2018,21:58:00
5822,"Rose Bar","Pauline Cuevas",7/9/2018,24:58:00
5823,Mace,"Pauline Poole",5/21/2018,22:58:00
5824,"Little Branch","Pauline Poole",7/30/2017,21:58:00
5825,Leyenda,"Pauline Poole",9/3/2018,24:58:00
5826,"Bar Goto","Pauline Poole",10/27/2018,22:58:00
5827,7B,"Pauline Stout",10/17/2018,21:58:00
5828,"ABC Beer Co.","Adrian Green",4/16/2018,22:58:00
5829,"Gallow Green","Avery Downs",6/26/2018,22:58:00
583,"Pouring Ribbons","Kathleen Madden",3/20/2018,23:58:00
5830,"Dear Irving","Pauline Stout",11/13/2017,22:58:00
5831,"Pegu Club","Pauline Stout",7/14/2018,21:58:00
5832,"Connolly's Bar","Pauline Stout",11/8/2017,21:58:00
5833,"Raines Law Room","Pearl Cameron",4/9/2018,24:58:00
5834,"KGB Bar","Pearl Cameron",9/7/2018,23:58:00
5835,"Connolly's Bar","Pearl Cameron",5/26/2018,22:58:00
5836,"Townhouse of New York","Pearl Cameron",6/23/2018,24:58:00
5838,Mace,"Pearl Huffman",8/17/2017,23:58:00
5839,"Blind Tiger Ale House","Pearl Huffman",11/23/2017,23:58:00
584,"Phoenix Bar","Kathleen Madden",3/18/2017,22:58:00
5840,"Orange Street","Avery Downs",3/21/2018,24:58:00
5841,"e's Bar","Pearlie Gonzales",1/11/2017,21:58:00
5842,"King Cole Bar","Pearlie Gonzales",4/20/2018,24:58:00
5843,Boxer,"Pearlie Nielsen",7/12/2018,24:58:00
5844,"Orange Street","Pearlie Nielsen",11/3/2018,21:58:00
5845,"The Honeywell","Pearlie Nielsen",9/23/2018,22:58:00
5846,"The Honeywell","Pearlie Nielsen",9/11/2018,24:58:00
5847,"Orange Street","Pearlie Nielsen",1/10/2018,24:58:00
5848,"Townhouse of New York","Pearlie Potts",1/15/2017,21:58:00
5849,"Lee's Tavern","Pearlie Potts",1/16/2017,22:58:00
585,"Lucy's a.k.a. Blanche's Tavern","Kathleen Madden",2/7/2018,23:58:00
5850,Mace,"Avery Downs",11/10/2017,21:58:00
5851,Barcade,"Pearlie Potts",3/21/2017,22:58:00
5852,"Old Town Bar","Pearlie Potts",2/23/2018,23:58:00
5853,"Bemelmans Bar","Pearlie Potts",4/4/2018,22:58:00
5854,"Bar Goto","Pearlie Washington",1/20/2018,24:58:00
5855,"Tonic Bar","Pearlie Washington",9/21/2017,24:58:00
5856,"Employees Only","Pearlie Washington",7/13/2018,21:58:00
5857,Leyenda,"Pearlie Washington",7/23/2017,22:58:00
5858,"Bar Goto","Pearlie Washington",8/14/2018,23:58:00
5859,Subject,"Pearlie Washington",6/23/2018,24:58:00
586,"Maison Premiere","Kathleen Madden",1/2/2017,24:58:00
5860,"Holiday Cocktail Lounge","Pedro Carter",1/1/2017,21:58:00
5861,Leyenda,"Avery Downs",3/27/2017,21:58:00
5862,"McSorley's Old Ale House","Pedro Carter",3/9/2017,23:58:00
5864,"The 13th Step","Pedro Carter",9/6/2017,22:58:00
5865,Bua,"Pedro Carter",9/27/2017,24:58:00
5866,"Connolly's Bar","Pedro Fisher",3/28/2018,24:58:00
5867,"Clover Club","Pedro Fisher",4/28/2017,21:58:00
5868,"Bemelmans Bar","Pedro Fisher",2/27/2018,24:58:00
5869,"Blue Bar","Pedro Fisher",9/3/2018,23:58:00
587,"The Pony Bar","Kathleen Mcfarland",7/22/2018,21:58:00
5870,"KGB Bar","Peggy Zuniga",11/7/2018,22:58:00
5871,"Old Town Bar","Peggy Zuniga",3/29/2017,23:58:00
5872,Bua,"Avery Harper",4/18/2017,22:58:00
5873,"Aldo Sohm Wine Bar","Penelope Mercado",10/13/2017,21:58:00
5874,"Townhouse of New York","Penelope Mercado",5/27/2017,23:58:00
5875,Mayahuel,"Penelope Mercado",8/23/2017,24:58:00
5876,"Blue Bar","Penelope Mercado",6/27/2017,22:58:00
5877,"Dear Irving","Penelope Mercado",2/25/2017,24:58:00
5878,"Clover Club","Penelope Mercado",11/9/2018,22:58:00
5879,Mona's,"Penelope Rasmussen",10/17/2018,24:58:00
588,"Maison Premiere","Kathleen Mcfarland",8/12/2018,22:58:00
5881,"Connolly's Bar","Penelope Rasmussen",1/16/2018,21:58:00
5882,"Jimmy's corner","Penny Schmidt",6/26/2018,24:58:00
5883,"Holiday Cocktail Lounge","Avery Harper",10/21/2018,24:58:00
5884,"Holiday Cocktail Lounge","Penny Schmidt",3/24/2017,24:58:00
5885,"The Long Island Bar","Penny Schmidt",9/23/2018,21:58:00
5886,"The Long Island Bar","Penny Schmidt",11/1/2018,23:58:00
5887,"McSorley's Old Ale House","Penny Schmidt",10/17/2018,24:58:00
5888,Primo's,"Penny Schmidt",5/4/2017,22:58:00
5889,Mona's,"Penny Watts",1/23/2017,22:58:00
589,"Aldo Sohm Wine Bar","Annette Colon",4/3/2018,23:58:00
5890,"Lee's Tavern","Penny Watts",5/2/2018,24:58:00
5891,7B,"Penny Watts",5/6/2017,24:58:00
5892,Barcade,"Penny Watts",10/27/2018,24:58:00
5893,"Lee's Tavern","Penny Watts",6/22/2017,24:58:00
5895,"Keats Bar","Percy Bailey",6/27/2018,21:58:00
5896,Julius',"Percy Bailey",5/12/2017,24:58:00
5897,"Keats Bar","Percy Bailey",8/17/2017,22:58:00
5898,"Slowly Shirley","Percy Bailey",8/11/2018,23:58:00
5899,Mace,"Percy Bailey",5/23/2018,23:58:00
59,"The NoMad Bar","Anibal Novak",7/8/2018,22:58:00
590,"Townhouse of New York","Kathrine Frederick",3/21/2017,21:58:00
5900,PDT,"Percy Cain",11/25/2018,21:58:00
5901,"KGB Bar","Percy Cain",9/22/2018,21:58:00
5902,"Pegu Club","Percy Cain",5/20/2018,21:58:00
5903,Mona's,"Percy Cain",10/18/2018,22:58:00
5904,Mona's,"Percy Cain",3/1/2018,21:58:00
5905,Rudy's,"Avery Harper",6/5/2018,22:58:00
5906,Primo's,"Percy Jackson",9/6/2017,21:58:00
5908,"McSorley's Old Ale House","Percy Jackson",10/29/2018,24:58:00
5909,"Old Town Bar","Percy Savage",10/11/2018,24:58:00
591,"Townhouse of New York","Kathrine Frederick",10/25/2017,22:58:00
5910,Mona's,"Percy Savage",7/30/2017,21:58:00
5911,Mayahuel,"Percy Savage",5/21/2018,23:58:00
5913,"Blue Bar","Percy Savage",5/14/2018,21:58:00
5914,"Raines Law Room","Percy Savage",1/23/2017,24:58:00
5915,Mayahuel,"Percy Wiggins",2/19/2018,23:58:00
5917,"Dear Irving","Percy Wiggins",3/27/2017,24:58:00
5918,"Pegu Club","Percy Wiggins",5/22/2017,24:58:00
5919,"The Wayland","Percy Wiggins",1/21/2017,22:58:00
592,"Clover Club","Kathrine Frederick",11/1/2018,22:58:00
5920,Dante,"Perry Macias",11/5/2017,23:58:00
5921,Dante,"Perry Macias",1/6/2018,21:58:00
5922,"Rose Bar","Perry Macias",3/18/2018,23:58:00
5923,Boxer,"Pete Gilmore",7/13/2017,24:58:00
5924,"Broken Shaker","Pete Gilmore",3/8/2017,22:58:00
5925,"The Up & Up","Pete Gilmore",9/15/2018,23:58:00
5926,"Orange Street","Pete Gilmore",6/27/2018,21:58:00
5928,"Bar Sixtyfive","Pete Gilmore",9/6/2017,21:58:00
5929,"Bar Nine","Pete Gilmore",9/19/2018,23:58:00
593,"Pegu Club","Kathryn Morse",11/13/2017,22:58:00
5930,"Broken Shaker","Pete Valentine",7/10/2017,23:58:00
5931,Julius',"Pete Valentine",9/3/2017,24:58:00
5932,"Blind Tiger Ale House","Pete Valentine",4/8/2017,21:58:00
5933,"King Cole Bar","Peter Armstrong",8/11/2018,21:58:00
5934,LENA,"Peter Armstrong",8/19/2018,22:58:00
5935,"Ear Inn","Peter Armstrong",6/8/2017,24:58:00
5936,BlackTail,"Peter Armstrong",4/25/2017,24:58:00
5937,"The Dead Rabbit","Peter Armstrong",10/30/2017,21:58:00
5938,BlackTail,"Adrian Green",11/4/2017,24:58:00
5939,Attaboy,"Avis Ferguson",5/30/2017,24:58:00
594,"Lee's Tavern","Kathryn Morse",9/6/2018,21:58:00
5940,"Pouring Ribbons","Peter Armstrong",11/17/2018,24:58:00
5941,"Phoenix Bar","Peter Lowe",9/25/2017,21:58:00
5942,"King Cole Bar","Peter Lowe",2/14/2018,24:58:00
5943,Torst,"Peter Lowe",4/2/2018,24:58:00
5944,"Bronx Alehouse","Peter Lowe",6/2/2017,23:58:00
5945,"Townhouse of New York","Petra Avila",2/20/2017,23:58:00
5946,"KGB Bar","Petra Avila",3/25/2018,24:58:00
5947,Mayahuel,"Petra Avila",1/16/2018,23:58:00
5948,"Aldo Sohm Wine Bar","Petra Avila",4/8/2018,23:58:00
5949,"Old Town Bar","Petra Chang",4/5/2018,23:58:00
595,7B,"Kathryn Morse",6/5/2018,24:58:00
5950,"Alewife Queens","Avis Ferguson",5/28/2018,21:58:00
5951,7B,"Petra Chang",5/27/2018,24:58:00
5952,"Bemelmans Bar","Petra Chang",3/5/2018,23:58:00
5953,"Pegu Club","Petra Chang",9/5/2018,21:58:00
5954,Mona's,"Petra Chang",2/21/2018,23:58:00
5955,"Slowly Shirley","Petra Mercado",11/17/2018,22:58:00
5956,"The Honeywell","Petra Mercado",11/16/2018,23:58:00
5957,"Tonic Bar","Petra Sanders",1/16/2017,22:58:00
5958,"Keats Bar","Petra Sanders",5/8/2018,24:58:00
5959,Subject,"Petra Sanders",8/7/2017,21:58:00
596,"Pegu Club","Kathryn Morse",1/10/2017,24:58:00
5960,"The Up & Up","Petra Sanders",4/27/2018,23:58:00
5961,"The Ship","Avis Ferguson",7/6/2017,21:58:00
5962,"The Up & Up","Petra Sanders",4/7/2017,21:58:00
5963,"Blind Tiger Ale House","Pheobe Anderson",4/13/2017,21:58:00
5964,Subject,"Pheobe Anderson",3/1/2018,24:58:00
5965,"Keats Bar","Pheobe Anderson",6/24/2017,22:58:00
5966,"McSorley's Old Ale House","Phil Cisneros",2/8/2017,22:58:00
5967,"The NoMad Bar","Phil Cisneros",5/19/2017,23:58:00
5968,Primo's,"Phil Cisneros",9/26/2017,22:58:00
5969,Attaboy,"Phil Cisneros",9/19/2017,22:58:00
597,"Townhouse of New York","Kathryn Morse",7/16/2017,23:58:00
5970,Mayahuel,"Philip Avila",6/9/2017,23:58:00
5971,"Clover Club","Philip Avila",7/23/2017,22:58:00
5972,"Beauty Bar","Avis Ferguson",10/22/2018,24:58:00
5973,"The Wayland","Philip Avila",8/8/2018,22:58:00
5974,"Spring Lounge","Philip Avila",5/9/2017,21:58:00
5975,"Townhouse of New York","Philip Avila",5/5/2018,22:58:00
5976,"Old Town Bar","Philip Avila",11/11/2017,23:58:00
5977,Julius',"Philip Mckee",2/12/2018,24:58:00
5978,"Tonic Bar","Philip Mckee",10/6/2017,24:58:00
5979,Boxer,"Philip Mckee",7/3/2017,22:58:00
598,"Copper & Oak","Kathryn Roy",5/17/2017,24:58:00
5980,"Copper & Oak","Philip Mckee",9/13/2018,22:58:00
5981,Subject,"Philip Mckee",10/25/2017,22:58:00
5982,"Connolly's Bar","Phillip Pratt",11/23/2017,24:58:00
5984,"The Wayland","Phillip Pratt",4/20/2017,22:58:00
5985,Barcade,"Phillip Pratt",6/26/2018,22:58:00
5986,Killmeyer's,"Phillip Pratt",7/1/2018,24:58:00
5987,"Pegu Club","Phillip Pratt",8/29/2017,23:58:00
5988,"Bemelmans Bar","Phillip Pratt",6/3/2017,23:58:00
5989,"King Cole Bar","Phillip Wade",11/23/2017,22:58:00
599,"The Up & Up","Kathryn Roy",9/27/2018,23:58:00
5990,"ABC Beer Co.","Phillip Wade",6/7/2018,24:58:00
5991,"Death & Company","Phoebe Griffin",9/19/2018,23:58:00
5992,"King Cole Bar","Phoebe Griffin",4/13/2017,21:58:00
5993,"Aldo Sohm Wine Bar","Phoebe Nielsen",2/13/2018,21:58:00
5994,Barcade,"Avis Mercer",2/10/2018,21:58:00
5995,"Aldo Sohm Wine Bar","Phoebe Nielsen",1/12/2017,24:58:00
5996,Mona's,"Phoebe Stevens",7/23/2017,22:58:00
5997,7B,"Phoebe Stevens",3/28/2018,24:58:00
5998,"Connolly's Bar","Phoebe Stevens",10/1/2018,21:58:00
5999,"Spring Lounge","Phoebe Stevens",1/24/2018,23:58:00
6,Leyenda,"Jose Berry",9/13/2017,24:58:00
60,"Alewife Queens","Joseph Oconnell",9/3/2017,21:58:00
600,"KGB Bar","Annette Colon",6/2/2017,24:58:00
6000,"Lee's Tavern","Phoebe Stevens",9/6/2017,21:58:00
6001,Killmeyer's,"Phoebe Stevens",3/12/2017,22:58:00
6002,"Pegu Club","Phoebe Ware",11/25/2018,22:58:00
6003,"Raines Law Room","Phoebe Ware",2/13/2018,23:58:00
6004,Torst,"Phyllis Guerrero",2/20/2018,24:58:00
6005,Mayahuel,"Avis Mercer",3/24/2017,24:58:00
6006,"ABC Beer Co.","Phyllis Guerrero",8/6/2017,22:58:00
6007,"Amor y Amargo","Phyllis Guerrero",1/22/2018,22:58:00
6008,"Clover Club","Phyllis Hanson",9/9/2018,24:58:00
6009,PDT,"Phyllis Hanson",10/27/2017,22:58:00
601,"Rose Bar","Kathryn Roy",8/8/2018,22:58:00
6010,"Raines Law Room","Phyllis Hanson",7/23/2018,23:58:00
6011,"Pegu Club","Phyllis Hanson",2/27/2017,23:58:00
6012,7B,"Phyllis Hanson",6/3/2018,24:58:00
6013,"The 13th Step","Pierre Grant",7/4/2017,21:58:00
6014,"Jimmy's corner","Pierre Grant",1/2/2017,23:58:00
6015,"The NoMad Bar","Pierre Grant",1/15/2018,22:58:00
6016,"Raines Law Room","Avis Moran",4/23/2018,24:58:00
6018,"The NoMad Bar","Pierre Grant",11/19/2018,24:58:00
6019,Primo's,"Pierre Grant",2/21/2018,24:58:00
602,Nitecap,"Kathryn Roy",3/18/2018,22:58:00
6021,"The NoMad Bar","Pierre Hess",6/5/2018,24:58:00
6022,"Jimmy's corner","Pierre Hess",10/26/2017,24:58:00
6023,"Slowly Shirley","Pierre Jefferson",9/25/2017,21:58:00
6024,"Employees Only","Pierre Jefferson",6/10/2017,23:58:00
6025,"Bar Sixtyfive","Pierre Jefferson",4/4/2018,22:58:00
6026,"Blind Tiger Ale House","Pierre Jefferson",6/5/2017,21:58:00
6027,"Pegu Club","Avis Moran",11/22/2018,23:58:00
6028,"Rose Bar","Pierre Jefferson",7/15/2018,22:58:00
6029,"Connolly's Bar","Pierre Stark",4/8/2017,23:58:00
603,"Pegu Club","Kathy Bray",8/27/2017,23:58:00
6030,Killmeyer's,"Pierre Stark",8/13/2017,24:58:00
6031,"Old Town Bar","Pierre Stark",7/27/2018,23:58:00
6032,"Connolly's Bar","Pierre Stark",8/19/2018,23:58:00
6033,"Clover Club","Polly Ho",2/21/2017,24:58:00
6034,Barcade,"Polly Ho",3/9/2017,22:58:00
6035,PDT,"Polly Ho",3/11/2018,21:58:00
6036,PDT,"Polly Ho",8/16/2017,23:58:00
6037,"The Wayland","Avis Moran",5/9/2018,22:58:00
6038,"Little Branch","Porfirio Edwards",11/17/2017,22:58:00
6039,"Bar Goto","Porfirio Edwards",4/20/2017,22:58:00
604,"Blue Bar","Kathy Bray",8/8/2018,22:58:00
6040,Boxer,"Porfirio Edwards",1/16/2018,22:58:00
6041,Nowhere,"Porfirio Keith",7/21/2018,23:58:00
6042,Nowhere,"Porfirio Keith",6/20/2017,24:58:00
6043,"McSorley's Old Ale House","Porfirio Keith",8/27/2017,23:58:00
6044,"Beauty Bar","Porfirio Keith",7/25/2017,23:58:00
6045,"The Long Island Bar","Porfirio Keith",11/20/2017,22:58:00
6046,Primo's,"Porfirio Keith",5/15/2017,24:58:00
6047,"Phoenix Bar","Porfirio Mckenzie",8/8/2018,24:58:00
6048,"Beauty Bar","Adriana Marsh",2/16/2018,22:58:00
6049,"Bemelmans Bar","Avis Moran",5/15/2018,21:58:00
605,Barcade,"Kathy Bray",7/3/2018,22:58:00
6050,"Angel's Share","Porfirio Mckenzie",1/9/2018,24:58:00
6051,"Pouring Ribbons","Porfirio Mckenzie",4/26/2017,21:58:00
6052,"the Campbell","Porfirio Mckenzie",2/16/2017,23:58:00
6053,"Ear Inn","Porfirio Mckenzie",3/1/2018,23:58:00
6054,"Phoenix Bar","Porfirio Mckenzie",11/25/2017,22:58:00
6055,"The 13th Step","Porter Davenport",7/10/2017,24:58:00
6056,"Donovan's Pub","Porter Davenport",1/12/2018,24:58:00
6057,"Ty Bar","Porter Davenport",5/30/2017,22:58:00
6058,"Jimmy's corner","Porter Davenport",10/30/2018,22:58:00
6059,"The Ginger Man","Porter Davenport",1/6/2017,21:58:00
606,"Keats Bar","Kathy Curry",7/22/2017,24:58:00
6060,Killmeyer's,"Avis Moran",5/19/2017,24:58:00
6061,"The Summit Bar","Porter Davenport",5/9/2017,22:58:00
6062,Torst,"Porter Mcgrath",5/8/2017,21:58:00
